Name,Sex,Age,Height,Weight,Year,Event,Medal
Aguida Fatima Amaral,F,32,148,43,2004,Marathon,NA
Cleide Amaral,F,29,165,68,1996,100 metres,NA
Golam Ambia,M,26,170,68,1992,100 metres,NA
Adolphe Ambowod,M,26,173,59,1984,Marathon,NA
Adolphe Ambowod,M,30,173,59,1988,Marathon,NA
Solomon Amegatcher,M,21,180,70,1992,400 metres,NA
Koukou Franck Amgnigan,M,25,181,76,1996,100 metres,NA
Christine Amertil (-Ling),F,21,168,54,2000,400 metres,NA
Christine Amertil (-Ling),F,24,168,54,2004,400 metres,NA
Christine Amertil (-Ling),F,28,168,54,2008,400 metres,NA
Mohamed Amir,M,22,168,64,1992,400 metres,NA
Mohamed Amir,M,26,168,64,1996,400 metres,NA
Zamira Shamiliyevna Amirova,F,25,167,58,2004,400 metres,NA
Agapius Masong Amo,M,21,179,67,1984,Marathon,NA
Seth Kwame Amoo,M,25,170,68,2008,200 metres,NA
Juan Diego de la Trinidad Amores Arias,M,24,NA,NA,1988,Marathon,NA
Nijel Carlos Amilfitano Amos,M,18,179,60,2012,800 metres,Silver
Nijel Carlos Amilfitano Amos,M,22,179,60,2016,800 metres,NA
Paulo Amotun Lokoro,M,24,170,61,2016,"1,500 metres",NA
Janet Amponsah,F,23,171,52,2016,200 metres,NA
Mohamed Amyn,M,28,168,53,2004,"10,000 metres",NA
An Seul-Ki,F,24,161,46,2016,Marathon,NA
Jimmy Anak Ahar,M,22,173,65,2004,"1,500 metres",NA
Anis Viktorovich Ananenko,M,26,176,65,2012,800 metres,NA
"Gabriela ""Gaby"" Andersen-Schiess",F,39,165,56,1984,Marathon,NA
Grete Andersen-Waitz,F,30,172,53,1984,Marathon,Silver
Grete Andersen-Waitz,F,34,172,53,1988,Marathon,NA
Marvin Anderson,M,26,175,69,2008,200 metres,NA
Shani Anderson,F,25,176,64,2000,100 metres,NA
Kate Suzanne Anderson-Richardson,F,22,168,51,1996,"5,000 metres",NA
Kate Suzanne Anderson-Richardson,F,26,168,51,2000,"5,000 metres",NA
Isabellah Moraa Andersson (Amoro-),F,31,170,55,2012,Marathon,NA
Malena Ivanova Andonova,F,23,169,57,1980,400 metres,NA
Daniel Andr,M,18,178,70,1984,100 metres,NA
Daniel Andr,M,18,178,70,1984,200 metres,NA
Daniel Andr,M,18,178,70,1984,400 metres,NA
Nilson de Oliveira Andr,M,26,172,72,2012,100 metres,NA
Thiago do Rosario Andr,M,20,163,52,2016,"1,500 metres",NA
Amaya Andrs Beracoetxea,F,26,165,52,1992,800 metres,NA
"Jessica ""Jess"" Andrews (-Martin)",F,23,168,52,2016,"10,000 metres",NA
"Robert Adrian ""Robby"" Andrews",M,25,178,66,2016,"1,500 metres",NA
"Susan Elizabeth ""Sue"" Andrews",F,29,173,62,2000,800 metres,NA
Georgy Aleksandrovich Andreyev,M,28,174,63,2004,Marathon,NA
Georgy Aleksandrovich Andreyev,M,32,174,63,2008,Marathon,NA
Georgy Aleksandrovich Andreyev,M,36,174,63,2012,Marathon,NA
Ottaviano Andriani,M,34,172,54,2008,Marathon,NA
Tatyana Valeryevna Andrianova,F,24,176,56,2004,800 metres,NA
Tatyana Valeryevna Andrianova,F,28,176,56,2008,800 metres,NA
"Spyridon ""Spyros"" Andriopoulos",M,33,176,62,1996,Marathon,NA
Daniel Andjar Ponce,M,22,182,78,2016,800 metres,NA
Nikolaos Angelopoulos,M,22,180,80,1980,200 metres,NA
Anna Rita Angotzi,F,21,170,50,1988,200 metres,NA
Vida Anim,F,20,162,60,2004,100 metres,NA
Vida Anim,F,24,162,60,2008,100 metres,NA
Vida Anim,F,28,162,60,2012,200 metres,NA
Vera Vasilyevna Anisimova (Mikheyeva-),F,28,167,52,1980,100 metres,NA
Magdalena Ansue Nguema,F,18,NA,NA,1992,100 metres,NA
Salvatore Antibo,M,22,170,52,1984,"5,000 metres",NA
Salvatore Antibo,M,22,170,52,1984,"10,000 metres",NA
Salvatore Antibo,M,26,170,52,1988,"5,000 metres",NA
Salvatore Antibo,M,26,170,52,1988,"10,000 metres",Silver
Salvatore Antibo,M,30,170,52,1992,"5,000 metres",NA
Salvatore Antibo,M,30,170,52,1992,"10,000 metres",NA
Aleksandras Antipovas,M,25,170,62,1980,"10,000 metres",NA
LaDonna M. Antoine (-Watkins),F,21,168,61,1996,400 metres,NA
LaDonna M. Antoine (-Watkins),F,25,168,61,2000,400 metres,NA
Abel Antn Rodrigo,M,25,178,61,1988,"5,000 metres",NA
Abel Antn Rodrigo,M,29,178,61,1992,"5,000 metres",NA
Abel Antn Rodrigo,M,33,178,61,1996,"10,000 metres",NA
Abel Antn Rodrigo,M,37,178,61,2000,Marathon,NA
Eleuterio Antn Palacios,M,30,177,61,1980,Marathon,NA
Manuel Andr Antonio,M,23,177,69,2012,800 metres,NA
Nils Antonio,M,33,177,68,1996,Marathon,NA
Nikolay Yakimov Antonov,M,23,182,80,1992,200 metres,NA
Nataliya Nikolayevna Antyukh,F,23,182,69,2004,400 metres,Bronze
John A. Anzrah,M,29,176,70,1984,400 metres,NA
Chamleunesouk Ao-Oudomphonh,M,25,168,51,2004,100 metres,NA
Shinji Aoto,M,25,178,73,1992,100 metres,NA
Zouhair Aouad,M,27,175,69,2016,"5,000 metres",NA
Fatima Aouam,F,28,165,50,1988,"1,500 metres",NA
Sad Aouita,M,24,175,58,1984,"5,000 metres",Gold
Sad Aouita,M,28,175,58,1988,800 metres,Bronze
Sad Aouita,M,28,175,58,1988,"1,500 metres",NA
Reuben Recaldo Appleton,M,24,173,67,1992,"1,500 metres",NA
Lusapho Lesly April,M,30,172,50,2012,Marathon,NA
Lusapho Lesly April,M,34,172,50,2016,Marathon,NA
Alice Aprot Nawowuna,F,22,152,54,2016,"10,000 metres",NA
Enrique Aquino Busquets,M,30,165,51,1980,"5,000 metres",NA
Enrique Aquino Busquets,M,30,165,51,1980,"10,000 metres",NA
Rababe Arafi,F,25,167,52,2016,800 metres,NA
Rababe Arafi,F,25,167,52,2016,"1,500 metres",NA
Ronalds Arjs,M,20,179,82,2008,200 metres,NA
Kumi Araki,F,22,153,40,1988,Marathon,NA
Joseph Arame,M,31,190,87,1980,200 metres,NA
Vctor Aravena Pincheira,M,26,167,55,2016,Marathon,NA
Jos Arconada Ramos,M,28,192,76,1992,800 metres,NA
Abeba Aregawi Gebretsadik,F,22,170,52,2012,"1,500 metres",NA
Helga Arendt,F,24,178,66,1988,400 metres,NA
Alfredo Arvalo Reyes,M,28,162,52,2004,Marathon,NA
Alfredo Arvalo Reyes,M,32,162,52,2008,Marathon,NA
Kellys Yesenia Arias Figueroa,F,27,150,47,2016,Marathon,NA
Hussain Arif,M,23,170,68,1992,100 metres,NA
Hussain Arif,M,23,170,68,1992,200 metres,NA
Polat Kemboi Arkan,M,21,175,59,2012,"5,000 metres",NA
Polat Kemboi Arkan,M,21,175,59,2012,"10,000 metres",NA
Polat Kemboi Arkan,M,25,175,59,2016,"10,000 metres",NA
Yuko Arimori (-Wilson),F,25,166,47,1992,Marathon,Silver
Yuko Arimori (-Wilson),F,29,166,47,1996,Marathon,Bronze
Ramil Kamilyevich Aritkulov,M,26,178,67,2004,800 metres,NA
Wilma Yanet Arizapana Yucra,F,29,164,54,2012,Marathon,NA
Yuliya Vladimirovna Arkhipova-Andreyeva,F,24,168,51,2008,Marathon,NA
Yuliya Vladimirovna Arkhipova-Andreyeva,F,28,168,51,2012,Marathon,NA
Yuliya Vladimirovna Arkhipova-Andreyeva,F,32,168,51,2016,Marathon,NA
Fernando Arlete,M,21,NA,NA,2000,100 metres,NA
Fernando Arlete,M,27,174,63,1996,800 metres,NA
Alina Armas,F,32,166,53,2016,Marathon,NA
Aaron Nigel Armstrong,M,30,173,70,2008,200 metres,NA
Jirka Arndt,M,27,178,62,2000,"5,000 metres",NA
Marcel Arnold,M,22,183,78,1984,400 metres,NA
Paul Arpin,M,28,170,55,1988,"5,000 metres",NA
Paul Arpin,M,28,170,55,1988,"10,000 metres",NA
Jos Javier Arqus Ferrer,M,24,181,74,1984,100 metres,NA
Jos Javier Arqus Ferrer,M,28,181,74,1988,100 metres,NA
Christine Arron,F,27,177,64,2000,100 metres,NA
Christine Arron,F,30,177,64,2004,100 metres,NA
Christine Arron,F,30,177,64,2004,200 metres,NA
Christine Arron,F,34,177,64,2008,100 metres,NA
Andrs Arroyo,M,21,177,64,2016,800 metres,NA
Eleni Artymata,F,22,177,62,2008,200 metres,NA
Eleni Artymata,F,26,177,62,2012,200 metres,NA
Eleni Artymata,F,30,177,62,2016,200 metres,NA
Peninah Arusei Jerop,F,29,165,51,2008,"10,000 metres",NA
Tatyana Alekseyevna Aryasova (Khmeleva-),F,29,168,50,2008,"10,000 metres",NA
Marina Aleksandrovna Arzamasova (Katovich-),F,24,173,58,2012,800 metres,NA
Marina Aleksandrovna Arzamasova (Katovich-),F,28,173,58,2016,800 metres,NA
Yelena Vladimirovna Arzhakova,F,22,167,54,2012,800 metres,NA
Nobuharu Asahara,M,24,179,76,1996,100 metres,NA
Nobuharu Asahara,M,32,179,76,2004,100 metres,NA
Nobuharu Asahara,M,36,179,76,2008,100 metres,NA
Eriko Asai,F,28,150,40,1988,Marathon,NA
Junko Asari,F,26,164,42,1996,Marathon,NA
Gashaw Asfaw Melese,M,29,168,51,2008,Marathon,NA
Fana Ashby,F,19,168,67,2000,100 metres,NA
Fana Ashby,F,23,168,67,2004,100 metres,NA
"Geraldina Rachel ""Dina"" Asher-Smith",F,20,164,55,2016,200 metres,NA
Evelyn Ashford (-Washington),F,27,165,52,1984,100 metres,Gold
Evelyn Ashford (-Washington),F,31,165,52,1988,100 metres,Silver
Evelyn Ashford (-Washington),F,35,165,52,1992,100 metres,NA
Rabia Ashiq,F,20,NA,NA,2012,800 metres,NA
Nickel Ashmeade,M,26,183,77,2016,100 metres,NA
Nickel Ashmeade,M,26,183,77,2016,200 metres,NA
Ismail Mohamed Asif Waheed,M,20,162,52,1988,100 metres,NA
Ismail Mohamed Asif Waheed,M,20,162,52,1988,200 metres,NA
Tommy Asinga,M,19,184,74,1988,800 metres,NA
Tommy Asinga,M,23,184,74,1992,800 metres,NA
Tommy Asinga,M,27,184,74,1996,800 metres,NA
Yerzhan Askarov,M,26,172,70,2012,800 metres,NA
Haseri Asli,M,26,NA,NA,2000,100 metres,NA
Bolota Asmerom,M,21,178,62,2000,"5,000 metres",NA
Yared Asmerom Tesfit,M,28,171,58,2008,Marathon,NA
Yared Asmerom Tesfit,M,32,171,58,2012,Marathon,NA
Abraham Assefa,M,23,165,51,1996,"10,000 metres",NA
Meskerem Assefa Legesse (Wondimagegn),F,22,161,43,2008,"1,500 metres",NA
Meskerem Assefa Legesse (Wondimagegn),F,26,161,43,2012,"1,500 metres",NA
Tigist Assefa,F,19,168,53,2016,800 metres,NA
Adam Assimi,M,NA,NA,NA,1980,800 metres,NA
Jonathan Jens-Erik strand,M,26,179,68,2012,200 metres,NA
Gloria Asumnu,F,27,168,64,2012,100 metres,NA
Gloria Asumnu,F,27,168,64,2012,200 metres,NA
Gloria Asumnu,F,31,168,64,2016,100 metres,NA
Casimiro Asumu Nze,M,21,NA,NA,1996,400 metres,NA
Delphine Bertille Atangana Bodo,F,19,170,56,2004,100 metres,NA
Delphine Bertille Atangana Bodo,F,27,170,56,2012,100 metres,NA
Derrick Atkins,M,24,185,88,2008,100 metres,NA
Derrick Atkins,M,28,185,88,2012,100 metres,NA
Henrico O. Atkins,M,22,173,60,1988,100 metres,NA
Henrico O. Atkins,M,22,173,60,1988,200 metres,NA
Henrico O. Atkins,M,25,173,60,1992,100 metres,NA
Henrico O. Atkins,M,25,173,60,1992,200 metres,NA
Amy Atkinson,F,22,165,55,2012,800 metres,NA
"Jeffrey Patrick ""Jeff"" Atkinson",M,25,185,68,1988,"1,500 metres",NA
Sarah Amer Attar,F,19,165,52,2012,800 metres,NA
Sarah Amer Attar,F,23,165,52,2016,Marathon,NA
Charlene Maria Attard,F,21,167,60,2008,100 metres,NA
Alessandro Attene,M,23,183,75,2000,400 metres,NA
Philip Mawuli  Attipoe,M,21,173,68,1984,100 metres,NA
James A. Atuti,M,30,188,80,1984,400 metres,NA
Ingrid Auerswald-Lange (Brestrich-),F,22,168,58,1980,100 metres,Bronze
Jssica de Barros Augusto,F,26,162,44,2008,"5,000 metres",NA
Jssica de Barros Augusto,F,30,162,44,2012,Marathon,NA
Jssica de Barros Augusto,F,34,162,44,2016,Marathon,NA
"Stephen John ""Steve"" Austin",M,29,174,65,1980,"5,000 metres",NA
"Stephen John ""Steve"" Austin",M,29,174,65,1980,"10,000 metres",NA
Olga Avalos-Appell,F,28,173,59,1992,Marathon,NA
Olga Avalos-Appell,F,32,173,59,1996,"10,000 metres",NA
Poloni D. Avek,F,22,153,53,1988,"1,500 metres",NA
Carlos vila,M,32,168,58,1984,Marathon,NA
"Andrea ""Andri"" Avraam",F,25,165,50,1988,"10,000 metres",NA
"Andrea ""Andri"" Avraam",F,29,165,50,1992,"10,000 metres",NA
Nili Avramski,F,34,162,48,2004,Marathon,NA
Baraah Awadallah Marouane,F,16,164,52,2008,800 metres,NA
Nduka Awazie,M,19,172,74,2000,400 metres,NA
Arif Axundov,M,23,187,70,1996,100 metres,NA
Derlis Ramn Ayala Snchez,M,26,178,75,2016,Marathon,NA
Almaz Ayana Eba,F,24,166,47,2016,"5,000 metres",Bronze
Almaz Ayana Eba,F,24,166,47,2016,"10,000 metres",Gold
Gloria Ayanlaja (-Obajimi),F,24,157,45,1980,400 metres,NA
Necdet Ayaz,M,26,172,61,1984,"5,000 metres",NA
Necdet Ayaz,M,26,172,61,1984,"10,000 metres",NA
Esma Aydemir,F,24,160,48,2016,Marathon,NA
Merve Aydn,F,18,170,57,2008,800 metres,NA
Merve Aydn,F,22,170,57,2012,800 metres,NA
Thomas Ayeko,M,20,168,58,2012,"10,000 metres",NA
Athouhon Louise Aytotch,F,30,160,56,2000,100 metres,NA
Athouhon Louise Aytotch,F,30,160,56,2000,200 metres,NA
Sreyya Ayhan (-Kop),F,22,163,52,2000,"1,500 metres",NA
Silver Ayoo,M,29,188,72,1980,400 metres,NA
Sanjay Claude Ayre,M,28,188,84,2008,400 metres,NA
Maia Azarashvili,F,24,169,57,1988,200 metres,NA
Maia Azarashvili,F,32,169,57,1996,200 metres,NA
Ctia Isabel da Silva Azevedo,F,22,170,50,2016,400 metres,NA
Ibrahim Aziz,M,NA,178,68,1984,800 metres,NA
Ibrahim Aziz,M,NA,178,68,1984,"1,500 metres",NA
Masoud Azizi,M,19,168,64,2004,100 metres,NA
Masoud Azizi,M,23,168,64,2008,100 metres,NA
Masoud Azizi,M,27,168,64,2012,100 metres,NA
Houleye Ba,F,24,170,55,2016,800 metres,NA
Mehdi Abdelhafid Baala,M,22,183,65,2000,"1,500 metres",NA
Mehdi Abdelhafid Baala,M,25,183,65,2004,"1,500 metres",NA
Mehdi Abdelhafid Baala,M,29,183,65,2008,"1,500 metres",Bronze
Baatarkhgiin Battsetseg,F,24,152,42,2000,"5,000 metres",NA
Youssef Baba,M,21,176,58,2000,"1,500 metres",NA
Youssef Baba,M,25,176,58,2004,"1,500 metres",NA
Youssef Baba,M,28,176,58,2008,"1,500 metres",NA
Naser Babapour,M,30,173,56,1988,Marathon,NA
Ivan Babaryka,M,29,180,69,2012,Marathon,NA
Courtney Babcock,F,32,163,50,2004,"1,500 metres",NA
Courtney Babcock,F,32,163,50,2004,"5,000 metres",NA
Alonzo Carl Babers,M,22,188,70,1984,400 metres,Gold
Subul Babo,M,26,175,65,1992,400 metres,NA
Subul Babo,M,30,175,65,1996,400 metres,NA
Fethi Baccouche,M,23,171,59,1984,"5,000 metres",NA
Rose-Aime Bacoul,F,32,160,56,1984,100 metres,NA
Rose-Aime Bacoul,F,32,160,56,1984,200 metres,NA
Zsolt Bcskai,M,29,178,60,2004,Marathon,NA
Marie Flicite Bada,F,26,163,55,1988,100 metres,NA
Marie Flicite Bada,F,26,163,55,1988,200 metres,NA
Sunday Bada,M,23,188,79,1992,400 metres,NA
Sunday Bada,M,27,188,79,1996,400 metres,NA
Sunday Bada,M,31,188,79,2000,400 metres,NA
"Andrew James ""Andy"" Baddeley",M,26,186,70,2008,"1,500 metres",NA
"Andrew James ""Andy"" Baddeley",M,30,186,70,2012,"1,500 metres",NA
Baek Seung-Do,M,32,172,58,2000,Marathon,NA
Nasria Baghdad-Azadj,F,28,167,49,2000,"10,000 metres",NA
Nasria Baghdad-Azadj,F,32,167,49,2004,Marathon,NA
Faiq Barov,M,24,178,68,2000,800 metres,NA
Alassane Bah,M,NA,NA,NA,1988,Marathon,NA
Meraf Bahta Ogbagaber,F,27,176,52,2016,"1,500 metres",NA
Bai Xue,F,19,165,53,2008,"10,000 metres",NA
Odair Pericles dos Ramos Jess da Costa Baia,M,18,176,63,1996,100 metres,NA
Laimut Baikauskait,F,32,162,58,1988,"1,500 metres",Silver
Aleen May Bailey,F,23,170,64,2004,100 metres,NA
Aleen May Bailey,F,23,170,64,2004,200 metres,NA
Angela Bailey,F,22,157,56,1984,100 metres,NA
Angela Bailey,F,22,157,56,1984,200 metres,NA
Angela Bailey,F,26,157,56,1988,100 metres,NA
Daniel Everton Bailey,M,17,179,68,2004,100 metres,NA
Daniel Everton Bailey,M,21,179,68,2008,100 metres,NA
Daniel Everton Bailey,M,25,179,68,2012,100 metres,NA
Daniel Everton Bailey,M,29,179,68,2016,100 metres,NA
Donovan Bailey,M,28,183,82,1996,100 metres,Gold
Donovan Bailey,M,32,183,82,2000,100 metres,NA
Jade Latoya Bailey,F,25,183,70,2008,100 metres,NA
Jade Latoya Bailey,F,25,183,70,2008,200 metres,NA
Ryan Bailey,M,23,193,82,2012,100 metres,NA
Shireen Bailey (Hassan-),F,28,173,56,1988,800 metres,NA
Shireen Bailey (Hassan-),F,28,173,56,1988,"1,500 metres",NA
"Andretti ""Dretti"" Bain",M,22,175,65,2008,400 metres,NA
Inoke Ducia Bainimoli,M,25,183,70,1984,100 metres,NA
Inoke Ducia Bainimoli,M,25,183,70,1984,200 metres,NA
Mohamed Ridjali Bakar,M,23,170,60,1996,100 metres,NA
Salaheddine Bakar Al-Safi,M,20,185,68,2000,400 metres,NA
Airat Bakare,F,21,178,60,1988,400 metres,NA
Grace Bakari,F,30,167,48,1984,800 metres,NA
Lorraine Baker (-Strain),F,20,160,46,1984,800 metres,NA
Lorraine Baker (-Strain),F,28,160,46,1992,800 metres,NA
Mohammed Abduh Bakhet,M,24,155,50,2012,Marathon,NA
Amina Barsham Bakhit,F,21,175,59,2012,800 metres,NA
Amina Barsham Bakhit,F,25,175,59,2016,800 metres,NA
Ali Bakhta,M,22,NA,NA,1984,200 metres,NA
Marius Bakken,M,22,183,63,2000,"5,000 metres",NA
Marius Bakken,M,26,183,63,2004,"5,000 metres",NA
"Kungu ""Christine"" Bakombo",F,21,158,49,1984,800 metres,NA
"Kungu ""Christine"" Bakombo",F,26,158,49,1988,400 metres,NA
"Kungu ""Christine"" Bakombo",F,26,158,49,1988,800 metres,NA
"Kungu ""Christine"" Bakombo",F,29,158,49,1992,Marathon,NA
Zeinab Bakour,F,26,155,50,2004,"5,000 metres",NA
Piotr Balcerzak,M,25,175,68,2000,100 metres,NA
Kassa Balcha,M,24,182,66,1980,"1,500 metres",NA
Kebede Balcha,M,28,166,49,1980,Marathon,NA
Egl Balinait,F,19,176,63,2008,800 metres,NA
Egl Balinait,F,27,176,63,2016,800 metres,NA
ivil Balinait,F,25,158,43,2004,Marathon,NA
ivil Balinait,F,29,158,43,2008,Marathon,NA
Stefano Baldini,M,25,176,62,1996,"5,000 metres",NA
Stefano Baldini,M,25,176,62,1996,"10,000 metres",NA
Stefano Baldini,M,29,176,62,2000,Marathon,NA
Stefano Baldini,M,33,176,62,2004,Marathon,Gold
Stefano Baldini,M,37,176,62,2008,Marathon,NA
Sean Michael Baldock,M,23,173,73,2000,400 metres,NA
Birhanu Yemataw Balew,M,20,NA,NA,2016,"5,000 metres",NA
Musaeb Abdulrahman Balla,M,23,176,60,2012,800 metres,NA
Pamenos Avorsant Ballantyne,M,22,187,67,1996,Marathon,NA
Pamenos Avorsant Ballantyne,M,26,187,67,2000,Marathon,NA
Michelle Ballentine,F,28,175,59,2004,800 metres,NA
tefan Balok,M,23,181,72,1996,400 metres,NA
tefan Balok,M,27,181,72,2000,400 metres,NA
Kgomotso Balotthanyi,M,28,180,66,1984,"1,500 metres",NA
Bernardo Baloyes Navas,M,22,168,66,2016,200 metres,NA
Onalenna Oabona Baloyi,M,26,180,62,2008,800 metres,NA
Yuliya Vladimirovna Balykina,F,28,165,60,2012,100 metres,NA
Margaret Bamgbose,F,22,171,63,2016,400 metres,NA
Direma Banasso,F,14,157,48,2000,800 metres,NA
Edwige Bancole,F,NA,NA,NA,1980,100 metres,NA
Lewis Simon Banda,M,21,170,65,2004,400 metres,NA
Lewis Simon Banda,M,25,170,65,2008,400 metres,NA
Philipp Bandi,M,30,193,74,2008,"5,000 metres",NA
Michelle Banga Moudzoula,F,16,178,57,2004,200 metres,NA
Hawanatu Bangura,F,16,142,52,2004,100 metres,NA
Joan Jeanetta Baptiste,F,24,170,61,1984,200 metres,NA
Kelly-Ann Kaylene Baptiste,F,21,167,54,2008,100 metres,NA
Kelly-Ann Kaylene Baptiste,F,25,167,54,2012,100 metres,NA
Kelly-Ann Kaylene Baptiste,F,29,167,54,2016,100 metres,NA
Kirk Renaud Baptiste,M,22,184,79,1984,200 metres,Silver
Michelle Baptiste (-Liburd),F,18,170,65,1996,100 metres,NA
Dmytro Baranovsky,M,25,174,59,2004,Marathon,NA
Jos Luz Zequinha Barbosa,M,23,184,68,1984,800 metres,NA
Jos Luz Zequinha Barbosa,M,27,184,68,1988,800 metres,NA
Jos Luz Zequinha Barbosa,M,27,184,68,1988,"1,500 metres",NA
Jos Luz Zequinha Barbosa,M,31,184,68,1992,800 metres,NA
Jos Luz Zequinha Barbosa,M,35,184,68,1996,800 metres,NA
Luis Barbosa,M,27,159,56,1980,Marathon,NA
Zakariah Barie,M,27,174,56,1980,"5,000 metres",NA
Zakariah Barie,M,27,174,56,1980,"10,000 metres",NA
Zakariah Barie,M,31,174,56,1984,"5,000 metres",NA
Zakariah Barie,M,31,174,56,1984,"10,000 metres",NA
Daundre Barnaby,M,21,189,75,2012,400 metres,NA
N'Kosie Barnes,M,25,179,76,2000,200 metres,NA
Bryan Barnett,M,21,183,92,2008,200 metres,NA
Helen Catherine Barnett-Burkart,F,26,170,62,1984,400 metres,NA
"Bradley N. ""Brad"" Barquist",M,28,183,62,1996,"10,000 metres",NA
Oslen McGregor Barr,M,23,165,67,1984,800 metres,NA
Oslen McGregor Barr,M,23,165,67,1984,"1,500 metres",NA
Oslen McGregor Barr,M,27,165,67,1988,800 metres,NA
Patrick Barr,M,25,172,63,1984,200 metres,NA
Marcos Barreto Luis,M,28,177,63,1988,"5,000 metres",NA
Marcos Barreto Luis,M,28,177,63,1988,"10,000 metres",NA
Gerard Barrett,M,23,174,66,1980,Marathon,NA
Marcelo Barrientos Cardenas,M,26,173,60,1996,Marathon,NA
"Jennifer Mae ""Jenny"" Barringer-Simpson",F,25,166,53,2012,"1,500 metres",NA
"Jennifer Mae ""Jenny"" Barringer-Simpson",F,29,166,53,2016,"1,500 metres",Bronze
Arturo Barrios Flores,M,24,174,60,1988,"5,000 metres",NA
Arturo Barrios Flores,M,24,174,60,1988,"10,000 metres",NA
Arturo Barrios Flores,M,28,174,60,1992,"10,000 metres",NA
Juan Luis Barrios Nieves,M,25,173,65,2008,"5,000 metres",NA
Juan Luis Barrios Nieves,M,29,173,65,2012,"5,000 metres",NA
Elsa Marisa Branco Barros Rodrigues,F,28,160,50,2008,Marathon,NA
Elsa Marisa Branco Barros Rodrigues,F,32,160,50,2012,Marathon,NA
Lus Filipe Palma Barroso,M,18,170,64,1984,100 metres,NA
Lus Filipe Palma Barroso,M,18,170,64,1984,200 metres,NA
Lus Filipe Palma Barroso,M,22,170,64,1988,200 metres,NA
Mamadou Barry,M,20,178,66,2012,"1,500 metres",NA
"Selina ""Sally"" Barsosio",F,18,165,46,1996,"10,000 metres",NA
"Selina ""Sally"" Barsosio",F,22,165,46,2000,"10,000 metres",NA
"Selina ""Sally"" Barsosio",F,26,165,46,2004,"10,000 metres",NA
Trish Bartholomew,F,21,160,59,2008,400 metres,NA
Micha Bartoszak,M,34,180,67,2004,Marathon,NA
Danuta Bartoszek,F,34,155,55,1996,Marathon,NA
Miguel ngel Brzola,M,30,172,54,2012,Marathon,NA
Jeremy Bascom,M,28,170,73,2012,100 metres,NA
Ndabili Bashingili,M,24,172,59,2004,Marathon,NA
Ndabili Bashingili,M,28,172,59,2008,Marathon,NA
Daham Najim Bashir,M,28,171,60,2008,"1,500 metres",NA
Tracy A. Baskin,M,22,190,77,1988,800 metres,NA
Arjun Kumar Basnet,M,32,171,58,2008,Marathon,NA
Krishna Bahadur Basnet,M,29,168,58,1988,Marathon,NA
Laxman Basnet,M,23,162,50,1980,"5,000 metres",NA
Gina Bass,F,21,NA,NA,2016,200 metres,NA
Valma Bass,F,26,168,65,2000,100 metres,NA
Valma Bass,F,26,168,65,2000,200 metres,NA
Saeed Basweidan,M,19,160,61,1996,800 metres,NA
Bat-Ochiryn Ser-Od,M,22,169,61,2004,Marathon,NA
Bat-Ochiryn Ser-Od,M,26,169,61,2008,Marathon,NA
Bat-Ochiryn Ser-Od,M,30,169,61,2012,Marathon,NA
Bat-Ochiryn Ser-Od,M,34,169,61,2016,Marathon,NA
Joseph Batangdon,M,22,176,74,2000,100 metres,NA
Joseph Batangdon,M,22,176,74,2000,200 metres,NA
Joseph Batangdon,M,26,176,74,2004,200 metres,NA
Michael Dion Bates,M,22,180,86,1992,200 metres,Bronze
Batgereliin Mngntuyaa,F,19,163,51,2008,400 metres,NA
Daniel Batman,M,19,171,71,2000,400 metres,NA
Sandjema Batouli,F,18,165,60,2000,100 metres,NA
Batulamai Rajakumar,M,19,170,59,1984,800 metres,NA
Batulamai Rajakumar,M,19,170,59,1984,"1,500 metres",NA
"James Steven ""Jamie"" Baulch (Mills-)",M,27,173,71,2000,400 metres,NA
Dieter Baumann,M,23,178,62,1988,"5,000 metres",Silver
Dieter Baumann,M,27,178,62,1992,"5,000 metres",Gold
Dieter Baumann,M,31,178,62,1996,"5,000 metres",NA
Anne Sofie Holm Baumeister (Jrgensen-),F,28,168,54,2016,Marathon,NA
Francisco Bautista Cuamatzi,M,35,165,55,2008,Marathon,NA
Bayartsogtyn Mnkhzayaa,F,22,160,43,2016,Marathon,NA
Justine Bayiga,F,29,155,57,2008,400 metres,NA
Fita Bayissa,M,19,173,52,1992,"5,000 metres",Bronze
Fita Bayissa,M,19,173,52,1992,"10,000 metres",NA
Fita Bayissa,M,23,173,52,1996,"5,000 metres",NA
Fita Bayissa,M,27,173,52,2000,"5,000 metres",NA
Getuli Amnaay Bayo,M,28,170,60,2008,Marathon,NA
Amnaay Zebedayo Bayo,M,24,178,64,2000,Marathon,NA
Amnaay Zebedayo Bayo,M,28,178,64,2004,Marathon,NA
Selim Bayrak,M,20,165,50,2008,"10,000 metres",NA
Lorne Dorcas Bazolo,F,29,170,60,2012,100 metres,NA
Lorne Dorcas Bazolo,F,33,170,60,2016,100 metres,NA
Lorne Dorcas Bazolo,F,33,170,60,2016,200 metres,NA
DeVon D. Bean,M,20,175,70,1996,100 metres,NA
Leszek Bebo,M,26,177,70,1992,Marathon,NA
Leszek Bebo,M,30,177,70,1996,Marathon,NA
Uwe Becker,M,28,188,78,1984,"1,500 metres",NA
Allison J. Beckford,F,25,175,61,2004,400 metres,NA
"Patricia J. ""Pat"" Beckford",F,23,178,70,1988,400 metres,NA
